key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
stage title story 1_4,The threat from the horde of zombies had vanished. But that does not mean that all zombies are killed. That is impossible. And Khalan had to fight against those zombies too. And he knows how.,거대 좀비의 위협은 없어졌지만 모든 좀비들이 사라진건 아니었다. 소수의 좀비들은 어디서나 발생하였다. 그러다 조금 큰 무리의 좀비들도 생겨나기 시작했다. 꽤 넓은 지역을 오가는 칼란 역시 그것들과 마주할 수 밖에 없었다.,La minaccia dal un'orda di zombie era scomparso. Ma questo non significa che tutti gli zombie vengono uccisi. Questo è impossibile. E Khalan ha dovuto combattere contro quei zombie troppo. E lui sa come.,"Угроза орды зомби исчезла, но это не означало, что все зомби исчезли. Это невозможно. И Калану пришлось бороться с этими зомби тоже. И он знал как это сделать.",Una amenaza de una horda de zombies desapareció. Pero eso no significaba que todos los zombies fueran distinguidos. Eso es imposible. Y Khalan tuvo que luchar contra esos zombies también. Y él sabe cómo.,La menace qu'était la horde de Zombies avait disparu. Mais ça ne voulait pas dire que tous les Zombies avaient été éliminés. C'est impossible. Et Khalan devait combattre les Zombies lui aussi. Mais il savait comment s'y prendre.,"Die Bedrohung durch die Horde von Zombies waren verschwunden. Aber das bedeutet nicht, dass alle Zombies getötet werden. Das ist unmöglich. Und Khalan hatte auch gegen die Zombies zu kämpfen. Und er weiß, wie.",zombi bir kalabalık tehdidi ortadan kaybolmuştu. Ama hepsi zombileri öldürdü anlamına gelmez. İmkansız. Ve Khalan çok bu zombi karşı mücadele etmek zorunda kaldı. Ve o biliyor.,ゾンビの群れの脅威は消え去った。しかしそれは、すべてのゾンビが殺されたという意味ではない。それは不可能だ。そしてカランはそれらのゾンビとも戦わなければならない。どうすればいいかは分かっている。,A ameaça da horda de mortos vivos havia desaparecido. Mas isso não significa que todos os mortos vivos serão mortos. Isso é impossível. E Khalan teve que lutar contra aqueles mortos vivos também. E ele sabe como.
stage title story 1_5,"Weird orcs and strange humans appeared to have a huge alliance. They have something in common, Both of them want to take advantage of Nature. And it looked like it wasn’t easy to take them down.",수상한 오크와 이상한 휴먼의 움직임은 결국 거대한 반란군 연합을 형성하였다. 자연을 발판삼아 번성하는 길을 택한 자들이 자연과 함께 살아가길 원하는 자들에게 반기를 든것이다. 준비없이 맞이하게 된 이 거대한 반란은 쉽게 잠재울 수 있는 것이 아니었다.,"orchi strani e strane esseri umani sembrava avere un enorme alleanza. Essi hanno qualcosa in comune, entrambi di loro vogliono approfittare della Natura. E sembrava che non è stato facile portarli giù.","Подозрительные Орки и странные Люди в конечном итоге сформировали огромную повстанческую коалицию. Те, кто выбрал путь процветания, основанный на природе, восстали против тех, кто хочет жить с природой. Это массовое восстание, которое было произведено без подготовки, было нелегко подавить.",Orcos extraños y humanos extraños parecían ser una gran alianza. Esos tienen algo en común. Ambos querían aprovechar la naturaleza. Y parecía que no era fácil derribarlos.,Les Orcs bizarres et les Humains étranges semblaient avoir créé une énorme alliance. Ils avaient un point commun : vouloir prendre avantage de la nature. Et ils ne semblaient pas simples à annihiler.,"Sonderbare Orks und seltsame Menschen erschien eine riesige Allianz zu haben. Sie haben etwas gemeinsam, Beide Vorteil der Natur zu nehmen. Und es sah aus wie es nicht einfach war, sie zu besiegen.","Garip orklar ve garip insanlar büyük bir ittifak olduğu ortaya çıktı. Onlar ikisi de Doğa yararlanmak isteyen, ortak bir yön. Onları aşağı çekmek kolay değildi ve öyle görünüyordu.",怪しいオークとおかしなヒューマンは巨大な同盟を結ぼうとしているようだった。何か共通するところがあるのだ。両者はネイチャーを凌駕したいと思っている。そして倒すことは簡単ではない。,"Orcs estranhos e humanos estranhos pareciam ter uma grande aliança. Eles têm algo em comum, ambos querem tirar proveito da natureza. Parece que não será fácil derrubá-los."
stage title story 1_6,"Khalan, who was pushed by the rebels, became a fugitive. But Khalan is still considered a hero to many orcs. The Orcs that support Khalan's will wanted to be his army, it was not difficult to find such an orcs. Khalan started to re-build his force with the other orcs.",반란군에게 밀린 칼란은 도망자 신세가 되었다. 하지만 칼란은 아직 많은 오크족에겐 영웅으로 받아들여지고 있다. 칼란의 뜻을 지지하는 오크족은 그에게 힘이 되길 원했고 그런 오크를 발견하는 일은 그리 어렵지 않았다. 칼란은 꺽이지 않는 창 한 자루를 가슴에 품고 반란군을 몰아내기 위한 작전에 돌입한다.,"Khalan, che è stato spinto dai ribelli, è diventato un fuggitivo. Ma Khalan è ancora considerato un eroe per molti orchi. Gli Orchi che sosterrà di Khalan voleva essere il suo esercito, non è stato difficile trovare un tale orchi. Khalan ha iniziato a ri-costruire la sua forza con gli altri orchi.","Каран, которого толкнули повстанцы, стал беглецом. Но Калан все еще считается героем для многих орков. Орки, поддерживающие волю Калана, хотели быть с ним, и найти такого орка было несложно. Калан начал планировать выгнать повстанцев.","Khalan, quien fue empujado por los rebeldes, se convirtió en un fugitivo. Pero Khalan todavía es aceptado como un héroe para muchos orcos. Los orcos que apoyan la voluntad de Khalan querían ser su fuerza y no era difícil encontrar un orco así. Khalan comenzó a reconstruir su fuerza con los otros orcos.","Khalan, banni par les rebelles, devient un fugitif. Mais beaucoup d'Orcs continuent à le considérer comme un héros. Ces derniers souhaitaient faire partie de son armée. Khalan n'eu pas beaucoup de difficulté à reconstruire une armée.","Khalan, der von den Rebellen gestoßen wurde, wurde ein Flüchtling. Aber Khalan ist immer noch ein Held für viele Orks betrachtet. Die Orks, dass die Unterstützung Khalan Willen wollte seine Armee sein, war es nicht schwierig, eine solche Orks zu finden. Khalan begann seine Kraft mit dem anderen Orks wieder aufzubauen.","isyancılar tarafından itildi Khalan, kaçak oldu. Ama Khalan hala pek çok orklardan için bir kahraman olarak kabul edilir. destek Khalan iradesi ordusu olmak istediğini Orklar, böyle bir Orkları bulmak zor değildi. Khalan diğer orklardan ile yeniden inşa onun kuvvet başladı.",反乱軍に追われたカランは、逃亡者になった。しかしカランはまだ、多くのオークからヒーローと見なされている。カランを支持したオークたちは彼の軍隊に入りたいはずだが、そのようなオークを探すのは難しいことではない。カランはオークたちと軍隊を立て直し始めた。,"Khalan, que foi expulso pelos rebeldes, tornou-se um fugitivo. Mas Khalan ainda é considerado um herói para muitos orcs. Os Orcs que apoiam a vontade de Khalan queriam ser seu exército, não era difícil encontrar tais orcs. Khalan começou a reconstruir sua força com os outros orcs."
stage title story 1_7,"The orc Rebellion, which were allied with some of the humans, were not easily overtaken. Justin appeared once again in front of Khalan, who was struggling. It was the human main army, not a small force. And it is not easy to take control of that army and the orc Rebellion. Once again, Justin suggested an alliance to Khalan. And Khalan could not refuse it.",일부 휴먼족과도 동맹을 맺은 오크 반란군은 좀처럼 쉽게 따라잡을 수 없는 규모였다. 고심하던 칼란의 앞에 저스틴이 다시 한 번 나타난다. 오크 반란군과 손을 잡은건 휴먼의 일부가 아닌 주정권이고 휴먼의 주병력과 오크 반란군을 제압하는 일은 쉽지 않을 것이라 했다. 자신과 손을 잡으면 이를 타개할 방법이 있다며 다시 한 번 저스틴은 칼란에게 동맹을 제안했고. 칼란은 이를 거절할 수 없었다.,"L'orco Ribellione, che erano alleati con alcuni degli umani, non erano facilmente superato. Justin è apparso ancora una volta di fronte a Khalan, che stava lottando. E 'stato il grosso dell'esercito umano, non una piccola forza. E non è facile prendere il controllo di quella dell'esercito e l'orco Ribellione. Ancora una volta, Justin ha suggerito un'alleanza per Khalan. E Khalan non poteva rifiutare.","Восстание Орков, которое также было связано с некоторыми из Людей, было нелегко подавить. Джастин снова появляется перед Каланом, который боролся. Это не основной режим, который является частью Человека, и нелегко взять под контроль Человеческое Большинство и Восстание Орков. Еще раз, Джастин предложил союз с Каланом. Калан не мог отказаться от этого.","La Rebelión de los Orcos, que también estaba aliada con algunos de los Humanos, no fue superada fácilmente. Justin apareció una vez más frente a Khalan, quien estaba luchando. Es el principal régimen de los humanos, no una pequeña fuerza. Y no es fácil tomar el control del régimen principal del Humano y la Rebelión de los Orcos. Una vez más, Justin sugirió una alianza a Khalan. Y Khalan no pudo rechazarlo.","La rébellion des Orcs, qui s'étaient alliés à certains Humains, n'étaient pas simple à devancer. Justin apparût une fois de plus à Khalan, qui luttait. C'était l'armée Humaine, pas une simple petite escouade. Ce n'était pas facile de prendre le contrôle de l'armée et s'occuper de la rébellion des Orcs. Une fois de plus, Justin proposa une alliance à Khalan. Et il ne pouvait pas refuser.","Der Ork Rebellion, die mit einigen der Menschen verbündet waren, wurden nicht leicht überholt. Justin erschien wieder vor Khalan, der zu kämpfen hat. Es war die menschliche Haupt-Armee, nicht eine kleine Kraft. Und es ist nicht leicht, die Kontrolle über diese Armee zu übernehmen und die Ork Rebellion. Wieder einmal schlug Justin eine Allianz zu Khalan. Und Khalan konnte es nicht ablehnen.","İnsanlarda bazı ittifaka orc İsyan, kolayca geride değildi. Justin mücadele ediyordu Khalan, önünde bir kez daha ortaya çıktı. İnsan ana değil, ordu küçük bir güçtü. Ve o ordu ve orc İsyan kontrolünü almak kolay değildir. Bir kez daha, Justin Khalan için bir ittifak önerdi. Ve Khalan bunu çeviremezdim.",オークの反逆軍は、ヒューマンの一部と同盟し、打ち倒すのは容易くなかった。ジャスティンが再び、いさかいのあったカランの前に現れた。それはヒューマンの主要部隊で、小さな戦力ではない。そしてその軍隊とオークの反逆軍を統制するのは簡単なことではない。再び、ジャスティンは、カランに協力を申し入れた。そしてカランは断ることはできなかった。,"A rebelião Orc, que era aliada de alguns dos humanos, não foi facilmente superada. Justin apareceu mais uma vez na frente de Khalan, que estava a lutar. Era o exército principal humano, não uma força pequena. E não é fácil assumir o controle daquele exército e da Rebelião Orc. Mais uma vez, Justin sugeriu uma aliança para Khalan. E Khalan não podia recusar."
stage title story 1_8,"Justin told Khalan to get resources first. And once they gathered their troops and put half of the army as an outpost, they recognized it as a full-scale war and some of the main forces of humanity would be supported. He ordered the other half to attack the castle of humanity. While the human army is dispersed, Justin would arrest the king and take control. Human soldiers who went to support the orc Rebellion also promised that if the regime changed, they would become Justin's army and promised to help them overcome the orc rebellion.",저스틴은 칼란에게 먼저 자원을 확보하라 말하였다. 그리고 병력을 모아 절반의 군사를 반란군 전초기지로 처들어가면 이를 전면전으로 인식하고 휴먼의 주병력 중 일부도 지원을 가게 될 것이라 하였다. 그리고 나머지 절반의 병력으로 휴먼의 성를 공격하라 지시했다. 병력이 분산된 휴먼군은 성방어에 정신이 없는 틈을 타서 저스틴은 왕을 체포하고 정권을 잡을 것이라 했다. 오크 반란군의 지원을 나갔던 휴먼의 군사들 역시 정권이 바뀌면 저스틴의 군사가 될 것이라며 이 후 오크 반란군을 제압하도록 도와줄 것이라는 약속을 했다.,"Justin ha detto Khalan per ottenere le risorse prima. E una volta che si riunivano le loro truppe e mettere la metà dell'esercito come un avamposto, hanno riconosciuto come una guerra su vasta scala e alcune delle principali forze dell'umanità sarebbero sostenuti. Ordinò l'altra metà per attaccare il castello di umanità. Mentre l'esercito umano è dispersa, Justin avrebbe arrestato il re e prendere il controllo. soldati umani che sono andati a sostenere l'orco Ribellione ha anche promesso che se il regime è cambiato, sarebbero diventati l'esercito di Justin e ha promesso di aiutarli a superare la ribellione degli orchi.","Джастин сказал Калану сначала получить ресурсы. И когда они собрали свои войска и поместили половину армии в качестве форпоста, они признали ее полномасштабной войной, и некоторые из основных сил человечества будут поддержаны. И приказал другой половине атаковать замок Человечества. Человек с децентрализованной человеческой расой был пойман в духе неповиновения, и Джастин сказал, что он арестует короля и захватит режим. Люди-солдаты, которые пошли поддержать Восстание Орков, также пообещали, что если режим изменится, они станут армией Джастина и пообещали помочь им победить повстанцев Орков.","Justin le dijo a Khalan que primero obtuviera recursos. Y cuando reunieron a sus tropas y pusieron a la mitad del ejército como un puesto de avanzada, lo reconocieron como una guerra a gran escala y se apoyaría a algunas de las principales fuerzas de la humanidad. Y ordenó a la otra mitad atacar el castillo de la humanidad. Mientras el Ejército Humano está disperso, Justin arrestaría al rey y tomaría el régimen. Los soldados humanos que fueron a apoyar a la Rebelión Orca también prometieron que si el régimen cambiaba, se convertirían en el ejército de Justin y prometieron ayudarlos a superar al rebelde Orco.","Justin dis à Khalan de récolter des ressources tout d'abord. Une fois leurs troopes rassemblées et la moitié de l'armée placée à un avant-poste, ils reconnaissent qu'il s'agit d'une guerre à grande échelle, et qu'ils devront soutenir une partie de l'armée des Humains. Il ordonne à la seconde moitié de l'armée d'attaquer le château Humain. Pendant que l'armée était dispersée,Justin allait arrêter le Roi et prendre le contrôle. Les soldats Humains de l'armée de Justin ont promis que, si le régime changeait, ils aideraient à vaincre la rébellion Orc","Justin sagte Khalan erste Ressourcen zu erhalten. Und wenn sie ihre Truppen und legte die Hälfte der Armee als Vorposten versammelt, erkannten sie ihn als groß angelegter Krieg und einige der wichtigsten Kräfte der Menschheit würde unterstützt werden. Er ordnete an, die andere Hälfte der Burg der Menschheit zu attackieren. Während die menschliche Armee verteilt ist, würde Justin den König verhaften und die Kontrolle übernehmen. Menschliche Soldaten, die auch die Ork Rebellion versprochen unterstützen gingen, dass, wenn das Regime geändert, sie Justins Armee werden würden und versprach ihnen die Ork Rebellion überwinden zu helfen.","Justin ilk kaynak bulmanın Khalan söyledi. Onlar karakol olarak birliklerini ve ordunun koymak yarısını toplanan bir kez, onlar tam ölçekli bir savaş olarak tanınan ve insanlığın ana güçlerinin bazı desteklenecektir. O insanlığın kale saldırı diğer yarısını emretti. insan ordusu dağılmış iken, Justin kral tutuklama ve kontrol alacaktı. İsyan da rejim değişti, onlar Justin'in ordusu olacağını vaat ve onları orc isyanı aşabilmesi için söz Ork desteklemeye gitti İnsan askerleri.",ジャスティンはカランに、まず資源を確保するように言った。そして部隊を集めたら、半分を前哨地へ送った。それは最大級の戦闘として認識した。ヒューマンの主戦力が投入される。あとの半分にはヒューマンの城を攻撃するように命じた。ヒューマンの軍が蹴散らされている間に、ジャスティンは王を捕らえ、権力を奪う。オークの反逆軍を支援したヒューマンの兵士たちも、政権が変わったらジャスティンの軍に入り、オークの反逆軍を制圧する助けをすると約束した。,"Justin disse a Khalan para obter os recursos primeiro. E uma vez que reuniram suas tropas e colocaram metade do exército como um posto avançado, eles reconheceram como uma guerra em grande escala e algumas das principais forças da humanidade seriam apoiadas. Ele ordenou que a outra metade atacasse o castelo da humanidade. Enquanto o exército humano está disperso, Justin iria prender o rei e assumir o controle. Soldados humanos que apoiaram a rebelião Orc também prometeram que se o regime mudasse, eles se tornariam o exército de Justin e prometeram ajudá-los a superar a rebelião Orc."
stage title story 1_9,"One day, one of the human soldiers came to Khalan. He said Justin was fooling Khalan. After Khalan helped Justin take control of goverment, he said Justin would not help the orc to suppress the rebels. After hearing this, Khalan, who was upset and ordered the whole army to advance.",어느날 휴먼의 병사 중 한 명이 칼란을 찾아왔다. 그는 저스틴이 칼란을 속이고 있다고 했다. 칼란이 저스틴을 도와 저스틴이 정권을 장악하면 그 후 오크가 반란군을 제압하는데 도움을 주지 않고 방관할 것이라 말했다. 이 말을 듣고 분노한 칼란은 전군에게 진격을 명령했다.,"Un giorno, uno dei soldati umani è venuto a Khalan. Ha detto che Justin stava prendendo in giro Khalan. Dopo Khalan aiutato Justin prendere il controllo del Governo, ha detto Justin non avrebbe aiutato l'orco per sopprimere i ribelli. Dopo aver sentito questo, Khalan, che è stato sconvolto e ha ordinato l'intero esercito di anticipo.","Однажды один из людей-солдат пришел в Калан. Он сказал, что Джастин дурачит Калана. Если Калан помогает Джастину, Джастин становится королем. После этого солдат сказал, что Джастин будет наблюдать, не помогая орку свергнуть повстанцев. Услышав это, Калан, который был расстроен, приказал всей армии продвигаться вперед.","Un día, uno de los soldados humanos vino a Khalan. Dijo que Justin estaba engañando a Khalan. Después de que Khalan ayudó a Justin a tomar el control del gobierno, dijo que Justin no ayudaría a Orc a reprimir a los rebeldes. Al escuchar esto, Khalan, que estaba molesto, ordenó a todo el ejército avanzar.","Un jour, un des soldats Humains vint à Khalan pour lui dire que Justin le dupait, et que Justin ne l'aiderait pas à vaincre la rébellion Orc. Après avoir entendu ça, Khalan ordonna à tout l'armée de s'avancer.","Ein Tag, einer der menschlichen Soldaten kam zu Khalan. Er sagte Justin Khalan täuscht. Nach Khalan Justin die Kontrolle über Regierung half, sagte er Justin würde den Ork nicht helfen, die Rebellen zu unterdrücken. Nach dem Hören dieser, Khalan, wer war verärgert und ordnete die ganze Armee voraus.","Bir gün, insan askerlerden biri Khalan geldi. O Justin Khalan kandırmıştım söyledi. Khalan hükümeti Justin almak kontrolünü sağladı sonra Justin isyancıları bastırmak için Ork yardımcı olmayacağını söyledi. Bunu duyduktan sonra, Khalan, üzgündüyse kim ve peşin bütün ordu emretti.",ある日、一人のヒューマンの兵士がカランのところへやってきた。彼は、ジャスティンがカランを騙しているといった。カランがジャスティンが政権を取るのを手伝った後、ジャスティンはオークが反逆者を制圧するのを助けないだろうと言った。これを聞いた後、カランは怒り、全軍に進行するよう命じた。,"Um dia, um dos soldados humanos foi até Khalan. Ele disse que Justin estava a enganar Khalan. Depois que Khalan ajudou Justin a assumir o controle do governo, ele disse que Justin não ajudaria o Orc a reprimir os rebeldes. Depois de ouvir isso, Khalan, que ficou chateado e ordenou que todo o exército avançasse."
stage title story 1_10,"Listening to the false report of the Human Spy, the uplifting army of Khalan arrived at the outpost of the Orc Rebels. Khalan did not believe Justin and did not believe the spy. The confused Khalan thought the only way he can choose is to defeat the orc rebels without help from the humans. Hearing this news, the Lords main powers also participated in helping the orc Rebels. Justin was able to take control of Vinhuman's castle, but he decided to help Khalan instead of taking control of the regime and ran to the battlefield.",휴먼 첩자의 거짓 보고를 듣고 진격한 칼란의 군대가 도착한 곳은 오크 반란군의 본거지였다. 칼란은 저스틴도 믿지 않고 첩자의 말도 믿지 않았다. 혼란스러웠던 칼란이 선택할 수 있는 유일한 방법은 휴먼의 도움 없이 오크 반란군을 제압하는 것이었다. 이 소식을 들은 휴먼의 주병력도 오크 반란군의 돕기 위해 출전했다. 빈 휴먼의 성을 쉽게 장악할 수 있는 저스틴이었지만 그는 정권장악 대신 칼란을 돕기로 하고 전장으로 달려간다.,"Ascoltando la falsa notizia della Spy umana, l'esercito edificante di Khalan arrivato a l'avamposto dei ribelli Orchi. Khalan non credeva Justin e non credeva la spia. Il Khalan confuso pensato l'unico modo che può scegliere è quello di sconfiggere i ribelli orchi senza l'aiuto degli esseri umani. Sentendo questa notizia, i Signori principali potenze hanno partecipato anche aiutare i ribelli orchi. Justin è stato in grado di prendere il controllo del castello di Vinhuman, ma ha deciso di aiutare Khalan invece di prendere il controllo del regime e corse sul campo di battaglia.","Прислушиваясь к ложному сообщению Человека-шпиона, прибытие возрождающейся армии Калана стало домом повстанцев-орков. Калан не верил в Джастина и не верил шпиону. Смущенный Калан был единственным способом победить повстанцев-орков без помощи человека. Услышав эту новость, главные силы Господа также участвовали в оказании помощи повстанцам орков. Джастин смог взять под контроль замок Винхумана, но он решил помочь Калану вместо того, чтобы взять контроль над режимом, и побежал на поле битвы.","Escuchando el informe falso del espía humano, el ejército edificante de Khalan llegó al puesto de avanzada de los rebeldes orcos. Khalan no creía en Justin y no creía al espía. El confundido Khalan pensó que la única forma en que puede elegir es derrotar a los rebeldes orcos sin la ayuda de un humano. Al escuchar esta noticia, los poderes principales del Señor también participaron en ayudar a los rebeldes orcos. Justin pudo tomar el control del castillo de Vinhuman, pero decidió ayudar a Khalan en lugar de tomar el control del régimen y corrió al campo de batalla.","Suivant la fausse information de l'espion Humain, l'armée de Khalan arrive à l'avant-poste des rebelles Orcs. Khalan ne croyait plus ni Justin ni l'espion. Il se dit donc que le seul moyen d'avancer serait de vaincre les rebelles Orcs sans l'aide des Humains. Justin réussit à prendre le contrôle du château Humain, mais décide d'aller aider Khalan plutôt que de prendre le contrôle du régime Humain et court vers le champ de bataille.","Hören auf den falschen Bericht des Menschen Spy kam die erhebend Armee von Khalan am Vorposten der Orc Rebellen. Khalan glaubte Justin nicht und glaubte nicht, den Spion. Das verwirrt Khalan dachte, der einzige Weg, er wählen kann, ist die Ork Rebellen ohne Hilfe von den Menschen zu besiegen. Hören dieser Nachricht, nahmen die Herren Hauptmächte auch in den Ork-Rebellen zu helfen. Justin war in der Lage der Kontrolle über Vinhuman Burg zu nehmen, aber er entschied Khalan statt der Kontrolle des Regimes und läuft auf das Schlachtfeld zu helfen.","İnsan Spy sahte raporuna Dinleme, Khalan canlandırıcı ordusu Ork İsyancılar karakol geldi. Khalan Justin inanmıyordu ve casus inanmıyordu. karıştı Khalan o seçebilir tek yolu insanlara yardım almadan orc isyancılara yenmektir düşündük. Bu haber İşitme, Lordlar ana güçler de orc İsyancılar yardımcı katıldı. Justin Vinhuman kalesinin kontrol altına almak mümkün, ama onun yerine savaş alanına rejim ve ran kontrolünü ele Khalan yardım etmeye karar verdi.",ヒューマンのスパイのうその報告を聞いて、高揚したカランの軍隊はオークの反逆軍の前哨地に到着した。カランはジャスティンを信用せず、スパイを信用しなかった。混乱したカランは、唯一の選択肢はヒューマンの支援無しにオークの反逆を打ち倒すことだと思った。この知らせを聞いて、王の主戦力はオークの反逆軍を支援した。ジャスティンはヒューマンの城を占拠することができたが、かれは政権を奪取する代わりにカランを助けるため戦場に走った。,"Ouvindo o falso relato do Espião Humano, o exército de Khalan chegou ao posto avançado dos Rebeldes Orcs. Khalan não acreditou em Justin e não acreditou no espião. O confuso Khalan pensou que a única maneira que ele pode escolher é derrotar os rebeldes orcs sem a ajuda dos humanos. Ouvindo essa notícia, os principais poderes do Lord também participaram em ajudar os rebeldes orcs. Justin foi capaz de assumir o controle do castelo de Vinhuman, mas ele decidiu ajudar Khalan em vez de assumir o controle do regime e correu para o campo de batalha."
stage title story 1_11,"The orcs had a tribe called goblins. The goblins entered into an alliance with the orcs in accordance with the Peace Treaty, but the goblins, having no combat capabilities, had to provide labor for the orcs. Goblin Newman, who was unhappy with this, planned to organize an alliance with full-fledged People to cancel this arrangement and expel him. And because of the false information, the plan to involve Kalan and Justin in the fight against each other is failure and ultimately a full-scale war.",오크족은 고블린이라는 종족을 산하에 두고 있었다. 고블린은 평화협정 아래 오크족과 동맹을 맺었지만 전투 능력이 부족한 고블린은 오크족을 위해 노동력을 제공하는 것이 전부였다. 이것이 불만이었던 고블린 뉴먼은 이 판을 뒤집기 위해서 사리사욕 충만한 휴먼족과의 동맹을 맺고 칼란을 몰아낼 계획을 세웠던 것이다. 그리고 칼란에게 첩자를 보내 쉽게 칼란과 저스틴을 제압하려던 계획이 실패로 돌아가고 결국 전면전을 펼치게 된다.,"Gli orchi avevano una tribù chiamata folletti. I goblin stipulato un'alleanza con gli orchi in conformità con il trattato di pace, ma i goblin, non avendo capacità di combattimento, hanno dovuto fornire manodopera per gli orchi. Goblin Newman, che era infelice con questo, in programma di organizzare un'alleanza con persone a tutti gli effetti per annullare questo accordo e espellerlo. E a causa della falsa informazione, il piano di coinvolgere Kalan e Justin nella lotta contro l'altro fallimento è e, infine, una guerra su vasta scala.","У орков было племя, называемое гоблинами. Гоблин вступил в союз с орками в соответствии с Мирным договором, но гоблин, не имея боевых возможностей, должен был обеспечить рабочую силу для орков. Гоблин Ньюман, который был недоволен этим, планировал организовать альянс с полноценными Людьми, чтобы отменить это издание и изгнать его. И из-за ложной информации, план привлечь Калана и Джастина к борьбе друг с другом - провал и в конечном итоге полномасштабная война.","Los orcos tenían una tribu llamada duendes. Goblin formó una alianza con los orcos de acuerdo con el Tratado de Paz, pero el goblin, al no tener capacidad de combate, tenía que proporcionar trabajo para los orcos. Goblin Newman, quien no estaba contento con esto, planeó organizar una alianza con People en toda regla para cancelar esta edición y expulsarlo. Y debido a la información falsa, el plan para involucrar a Kalan y Justin en la lucha uno contra el otro es un fracaso y, en última instancia, una guerra a gran escala.","Les Orcs avaient une tribu appellée Gobelins. Les Gobelins avaient conclu une alliance avec les Orcs en accord avec le Traité de Paix. Mais les Gobelins ne pouvait pas se battre, et devaient donc travailler pour les Orcs. Le Gobelin Newman n'était pas heureux dans cette situation, et organise une alliance avec des Humains afin de renverser la situation. Mais l'espion ayant échoué à créer une rivalité entre Khalan et Justin, la guerre continua.","Die Orks hatten einen Stamm Kobolde genannt. Die Goblins in ein Bündnis mit der Orks in Übereinstimmung mit dem Friedensvertrag eingegeben, aber die Kobolde, keine Kampffähigkeiten, hatten Arbeit für den Orks zu schaffen. Goblin Newman, der mit diesem unglücklich war, geplant ein Bündnis mit vollwertigen Menschen zu organisieren, diese Anordnung zu löschen und ihn zu vertreiben. Und wegen der falschen Informationen, der Plan einzubeziehen Kalan und Justin im Kampf gegeneinander ist das Versagen und schließlich einen groß angelegten Krieg.","Orklar Goblinler adında bir kabile vardı. Barış Antlaşması uyarınca orklarla ile ittifak içine girmiş goblinler, ama goblinler, hiçbir savaş yetenekleri olan, orklardan için emek sağlamak zorunda kaldı. Bu memnun olmayan Goblin Newman, bu düzenlemeyi iptal edip onu kovmak tam teşekküllü insanlar ile ittifak düzenlenmesi planlanmaktadır. Ve çünkü, yanlış bilginin, planı birbirlerine is yetmezliği ve sonuçta tam ölçekli bir savaşa karşı mücadelede Kalan'ı ve Justin dahil etmek.",オークにはゴブリンという種族がいる。ゴブリンは、平和条約に従ってオークとの同盟に入った。しかし戦闘能力のないゴブリンは、オークに労働力を提供しなければならなかった。これに不満のゴブリンニューマンは、本格的なピープルとの同盟を結びこの合意を取り消し彼を追放した。そしてこのうその情報により、カランとジャスティンを取り込む計画は失敗し、全面的な戦争となる。,"Os orcs tinham uma tribo chamada goblins. Os goblins entraram em uma aliança com os orcs de acordo com o Tratado de Paz, mas os goblins, sem capacidade de combate, tiveram que fornecer trabalho para os orcs. Goblin Newman, que não gostou disso, planejou organizar uma aliança com o povo de pleno direito para cancelar o acordo e expulsá-lo. E por causa da informação falsa, o plano de envolver Kalan e Justin na luta um contra o outro é um fracasso e, finalmente, uma guerra em grande escala."
tutorial 0,Welcome to the battlefield. Let's find out how to battle. Select a worker.,전장에 오신걸 환영합니다. 지금부터 전투 지휘 방법에 대해 알려드리겠습니다. 우선 일꾼을 선택해보세요.,Benvenuti al campo di battaglia. Scopriamo come battaglia. Selezionare un lavoratore.,"Добро пожаловать на поле боя. Давайте выясним, как бой. Выберите работник.",Bienvenido al campo de batalla. Vamos a ver cómo la batalla. Seleccionar un trabajador.,Bienvenue sur le champ de bataille. Découvrons comment la bataille. Sélectionnez un travailleur.,"Willkommen auf dem Schlachtfeld. Lassen Sie uns herausfinden, wie in den Kampf. Wählen Sie einen Arbeiter.",savaş alanına hoş geldiniz. en savaşa nasıl olduğunu öğrenelim. Bir işçi seçin.,スウィーティー。ようこそバトルフィールドへ。戦闘のやり方を説明する。ワーカーを選ぶ。このトークボックスの左側を見よ。ワーカーはこれだ。一人を選べ。,Bem-vindo ao campo de batalha. Vamos descobrir como lutar. Selecione um trabalhador.
tutorial 1,Good. Touch the ground to make the unit MOVE.,좋습니다. 이제 땅을 터치해서 일꾼을 움직여보세요.,Buona. Toccare il suolo per far muovere unità.,"Хорошо. Нажмите на землю, чтобы сделать блок MOVE.",Bueno. Tocar el suelo para hacer el movimiento unidad.,Bien. Toucher le sol pour faire bouger l'appareil.,"Gut. Tippen Sie auf den Boden, um die Einheit MOVE zu machen.",İyi. Birim Hareket'i yapmak zemin dokunun.,よし。グランドをタッチしてユニットをムーブにせよ。,Boa. Toque o solo para fazer a unidade MEXER.
tutorial 2,Use two fingers to move the view.,두 손가락으로 화면을 움직일 수도 있습니다.,Utilizzare due dita per spostare la vista.,"Используйте два пальца, чтобы переместить вид.",Use dos dedos para mover la vista.,Utilisez deux doigts pour déplacer la vue.,"Verwenden Sie zwei Finger, um die Ansicht zu bewegen.",Görünümü taşımak için iki parmağınızı kullanın.,画面を移動するには２本の指を使う。,Use dois dedos para mover a vista.
