key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
server select,Server Select,서버 선택,Selezione del server,Выбор сервера,Selección de servidor,Sélection du serveur,Serverauswahl,Sunucu Seçimi,サーバー選択,Seleção de servidor
alfred,Alfred,알프레드,Alfred,Альфред,Alfredo,Alfred,Alfred,Alfred,アルフレッド,Alfred
bungee,Bungee,번지,Bungee,Банджи-джампинг,Bungee,Élastique,Bungee,Bungee,バンジー,Bungee
upload,UPLOAD,업로드,CARICAMENTO,ЗАГРУЗИТЬ,SUBIR,TÉLÉCHARGER,HOCHLADEN,YÜKLEMEK,アップロード,CARREGAR
tutorialHowTo0,Select a worker,일꾼을 선택하세요,Seleziona un lavoratore,Выберите рабочего,Selecciona un trabajador,Sélectionnez un ouvrier,Wähle einen Arbeiter aus,Bir işçi seçin,労働者を選択,Selecione um trabalhador
tutorialHowTo1,Touch ground to move selected worker,땅을 터치해서 선택된 일꾼을 이동하세요,Tocca il terreno per spostare il lavoratore selezionato,Коснитесь земли` чтобы переместить выбранного рабочего,Toca el suelo para que el trabajador seleccionado se mueva,Touchez le sol pour déplacer l'ouvrier sélectionné,Tippe auf den Boden um den ausgewählten Arbeiter dorthin zu bewegen,Seçilen işçiyi hareket ettirmek için yere tıklayın,選択された労働者を移動するためのタッチ地面,Toque no chão para mover o trabalhador
tutorialHowTo2,Drag screen with two fingers to move the view,두 손가락으로 화면을 쓸어서 시야를 이동하세요,Muovi lo schermo con due dita per spostare la visuale,Перетащите экран двумя пальцами` чтобы переместить камеру,Arrastra dos dedos por la pantalla para mover la cámara,Faites glisser deux doigts pour déplacer la caméra,Ziehe mit zwei Fingern um die Ansicht zu bewegen,Görüşü değiştirmek için İki parmağınızla ekranı kaydırın,ビューを移動するには2本の指でドラッグして画面,arraste dois dedos no ecrã para mover o campo de vista
tutorialHowTo3,Select a worker and select the mine,일꾼을 선택하고 금광을 선택하세요,Seleziona un lavoratore e poi una miniera,Выберите рабочего и выберите шахту,Selecciona un trabajador y selecciona la mina,Sélectionnez un ouvrier et touchez la mine,Wähle einen Arbeiter aus und tippe auf die Mine,Bir işçi seçin ve bir maden seçin,労働者を選択し、地雷を選択,Selecione um trabalhador e de seguida selecione a mina.
tutorialHowTo4,Select a worker and select a tree,일꾼을 선택하고 나무를 선택하세요,Seleziona un lavoratore e poi un albero,Выберите рабочего и выберите дерево,Selecciona un trabajador y selecciona un árbol,Sélectionnez un ouvrier et touchez un arbre,Wähle einen Arbeiter aus und toppe auf einen Baum,Bir işçi seçin ve bir ağaç seçin,労働者を選択し、ツリーを選択,Selecione um trabalhador e de seguida selecione uma arvore.
tutorialHowTo5,Select a worker and select the build icon,일꾼을 선택하고 건설 메뉴를 선택하세요,Seleziona un lavoratore e poi l'icona per costruire,Выберите рабочего и выберите значок постройки,Selecciona un trabajador y selecciona el icono para construir,Sélectionnez un ouvrier et touchez l'icône de construction,Wähle einen Arbeiter aus und tippe auf das Bau Icon,Bir işçi seçin ve inşa et'e basın,労働者を選択し、[ビルド]アイコンを選択,Selecione um trabalhador e de seguida selecione um edifício.
tutorialHowTo6,Build a farm,농장을 지으세요,Costruisci una fattoria,Построить ферму,Construye una granja,Construisez une ferme,Baue einen Bauernhof,Bir çiftlik kurun,ファームを構築します,Contrua uma quinta
tutorialHowTo7,Build a barracks,병영을 지으세요,Costruisci una caserma,Построить казарму,Construye un cuartel,Construisez une caserne,Baue eine Kaserne,Kışla inşa edin,兵舎を構築します,Contrua uma quartel
tutorialHowTo8,Train a swordsman,검사를 생산하세요,Allena uno spadaccino,Обучить мечника,Entrena a un espadachín,Entraînez un épéiste,Bilde einen Schwertkämpfer aus,Bir silahtar eğitin,剣士を訓練,Treine um espadachim
tutorialHowTo9,Drag screen with one finger to select multiple units,한 손가락으로 화면을 쓸어서 여러명의 유닛을 선택하세요,Muovi lo schermo con un dito per selezionare più unità,Проведите пальцем по экрану` чтобы выбрать несколько единиц,Arrastra un dedo por la pantalla para seleccionar a múltiples unidades,Glissez votre doigt sur l'écran pour sélectionner plusieurs unités,Ziehe mit dem Finger um mehrere Einheiten auszuwählen,Tek seferde çok birim seçmek için Ekranı tek parmağınızla kaydırın,1本の指でドラッグして画面には、複数のユニットを選択します,arraste um dedo pelo ecrã para selecionar múltiplas unidades
tutorialHowTo10,Double tap ground to command MOVE AND ATTACK to selected units,유닛을 선택한채로 땅을 더블탭하면 유닛이 이동하며 공격가능한 대상을 만나면 자동으로 공격합니다,Clicca due volte sul terreno per far eseguire MUOVI E ATTACCA alle unità selezionate,Дважды нажмите на землю` чтобы отдать команду 'ПЕРЕМЕЩЕНИЕ И АТАКА' к выбранным единицам,Toca el suelo dos veces para ordenar MOVERSE y ATACAR a las unidades seleccionadas,Appuyez deux fois sur le sol pour commander aux unités de se DÉPLACER et ATTAQUER,Tippe doppelt auf den Boden um die ausgewählten Einheiten zu bewegen und angreifen zu lassen,Seçilen birimleri hareket ettirmek ve saldırtmak için yere iki kez dokunun,選択したユニットへのコマンドMOVEと攻撃にダブルタップのアース,Faça duplo click no ecrã para MOVER E ATACAR com as unidades selecionadas
objective build farm,Build farms,농장을 건설하라,Costruisci fattorie,Построить фермы,Construye granjas,Construisez des fermes,Baue Farmen,Çiftlik inşa edin,農場を建設せよ,Constrói uma quinta
objective build barracks,Build barracks,병영을 건설하라,Costruisci caserma,Построить казармы,Construye cuarteles,Construisez des casernes,Baue Kasernen,Kışla inşa edin,兵舎を建設せよ,Contrua uma quartel
objective train swordsman,Train swordsmen,검사를 생산하라,Allena spadaccino,Обучить мечников,Entrena a espadachines,Entraînez des épéistes,Bilde Schwertkämpfer aus,Silahtar Eğitin,剣士を生産せよ,Treine um espadachim
objective destroy them all,Destroy them all,적의 전멸,Distruggili tutti,Уничтожить всех,Acaba con todos,Anéantissez les,Besiege alle Feinde,Hepsini yok edin,敵の全滅,Destrua-os todos
objective survive,Survive for %d minutes,%d분 동안 살아남기,Sopravvivi per %d minuti,Продержаться %d мин.,Sobrevive %d minutos,Survivez pendant %d minutes,Überlebe für %d Minuten,%d dakika boyunca hayatta,%d分間、生き残る,Sobrevive durante %d minutos
objective protect all,Protect your ally,동맹을 지켜라,Proteggi i tuoi alleati,Защити своего союзника,Protege a tus aliados,Protégez votre allié,Beschütze deine Verbündeten,Dostunu koru,同盟を守れ,Protege o teu aliado
event0_0,hero>I know you’ve been waiting for today!,hero>칼란! 네가 오늘을 고대한 건 알고 있다!,hero>So che aspettavi da tempo questo momento!,"hero>Я знаю, вы ждали этот день!",hero>Se que llevas mucho esperando este momento.,hero>Je sais que vous avez attendiez ce jour !,"hero>Ich weiß, du hast auf den heutigen Tag gewartet!",hero>Bugünü beklediğini biliyorum!,hero>今日一日まっていたことは分かっている。,herói>Eu sei que tens esperado por este dia.
event0_1,hero>But today is not the day!,hero>하지만 오늘은 날이 아니야!,hero>Ma oggi non è ancora arrivato il tuo turno.,hero>Но время еще не пришло!,hero>¡Pero hoy no será el día!,hero>Mais aujourd'hui n'est pas ce jour !,hero>Aber heute ist nicht der Tag!,hero>Ama bugün o gün değil!,hero>しかし今日はその時ではない。,herói>Mas hoje não será esse dia!
event0_2,orc>What?,orc>뭐? 왓? 뭐?,orc>Cosa?,orc>Это как это?,orc>¿Qué?,orc>Quoi ?,orc>Was?,orc> Ne?,orc>なんだって？,Orc>o que?
event0_3,hero>There is a spooky plague that is spreading all over the land.,hero>대륙 전체에 기분나쁜 전염병이 돈다는 소문이다!,hero>Una terribile epidemia si sta spargendo su tutta la terra.,hero>Жуткая чума распространяется по нашим землям.,hero>Una plaga aterradora se propaga por todos lados.,hero>Une peste effrayante se répand dans le pays.,hero>Es breitet sich eine gespenstische Pest über das ganze Land aus.,hero>Burada her yere yayılan bir korkutucu salgın var.,hero>恐ろしい伝染病が国に広がっている。,herói>Existe uma praga que se esta a espalhar por todo o lado
event0_4,orc>Pleegooo?,orc>전병? 먹어?,orc>Erpidermiaaaaa?,orc>Чоомэээ?..,orc>¿Plaajaaa?,orc>Piiistee ?,orc>Fest?,orc> Solgııııın mı?,orc>でーんせんびょーう？,Orc>programa??
event0_5,"hero>No. Plague, a sickness. They say this plague is dangerous as hell.",hero>아니. 전염병! 아픈 것 말이다! 한글 좀 더 배우렴! 이 전염병이 아주 위험하다고 한다!,"hero> No. Epidemia, è una malattia contagiosa. Si dice che questa sia una delle più pericolose.","hero>Нет, ЧУМА - болезнь. Говорят, она смертельна.",hero>No. Plaga. Una enfermedad muy chunga.,"hero>Non. Peste, une maladie. On raconte qu'elle est extrêmement dangereuse.","hero>Nein. Eine Pest, eine Krankheit. Es wird erzählt, dass sie überaus gefährlich ist.","hero>Hayır. Salgın, bir hastalık. Onlar bu salgının cehennem kadar tehlikeli olduğunu söylüyorlar.",hero>違う。伝染病、病気だ。この伝染病は地獄のごとく危険だと言われている。,"herói>Não praga, Eles dizem que a praga é muito perigosa."
event0_6,hero>Soldiers must die at war. Not by plague.,hero>내 전사들의 마지막을 전염병으로 더럽히고 싶지 않다!,hero>I soldati dovrebbero morire in guerra. Non per mano di un'epidemia.,hero>А солдаты должны умирать на войне. Не от чумы!,hero>Los soldados deben morir en la guerra` no por culpa de una plaga.,"hero>Les soldats doivent mourir au combat, pas de la peste.","hero>Soldaten müssen im Krieg sterben, nicht durch Krankheit.",hero>Askerler savaşta ölmeli. Bir salgında değil!,hero>兵士たちは戦争で死ぬ。伝染病ではなく。,"herói>Soldados devem morrer na guerra, e não de uma praga"
event0_7,orc>What… do you say?,orc>뭐? 그래서? 뭐? 왓?,orc>Cosa....tu dire?,orc>Что?.. Что ты сказал?,orc>¿Qué...tu diciendo?,orc>Qu'est-ce... que tu dis ?,orc>Was... sagst du?,orc> Ne... Diyorson?,orc>何と・・・言った？,Orc>O que é que estas a dizer?
event0_8,hero>I say let’s postpone this war until doctors find a cure.,hero>의사들이 해결책을 찾기 전까지 이 전투를 미루는 것이 어떤가?!,hero>Dico di dare fine a questa guerra finchè i medici non troveranno una cura.,"hero>Я хочу сказать, давайте отложим эту войну до тех пор, пока врачи не найдут лекарст...",hero>Digo que pospongamos esta guerra hasta que los médicos encuentren una cura.,hero>Je dis qu'on devrait arrêter de se battre jusqu'à ce que les docteurs aitent trouvé un remède.,"hero>Ich sage, dass wir diesen Krieg verschieben müssen, bis die Heiler eine Lösung gefunden haben.",hero>Doktorlar bunun tedavisini bulana kadar bu savaşı erteleyelim diyorum?!,hero>医者が治療法を見つけるまでこの戦争を延期しようと言っている。,herói>vamos adiar esta guerra ate os médicos encontrarem a cura.
event0_9,orc>That is dog speaking! our troop strong. No sick endanger orc.,orc>멍청한 소리! 오크 병사 강하다! 감기 따위 걸리지 않는다!,orc>Tu femminuccia! Nostre truppe forti. No paura di malattia.,orc>Ты говоришь как трусливый пес! Наш отряд силен! Мы не больны и очень опасны.,orc>Eso ser tonterías. Nuestra tropa ser fuerte. Ninguna enfermedad afectar orcos.,orc>Ça parole chien ! Nos troupes fortes. Orc pas danger maladie.,orc>Das spricht der Hund! Unsere Truppen sind stark. Kein einzig erkrankter Ork.,orc> Konuşan işte köpek! bizim birlik güçlü. Orka hastalık yok,orc>犬の鳴き声だ！我々の部隊は強い。病気がオークを脅かすことはない。,Orc> Isso é cão a falar! a nossa tropa é forte. Nenhum Orc corre perigo de praga.
event0_10,hero>You don’t understand. The situ..,hero>감기가 아니라 전염병이라니까..,hero>Non riuscite proprio a capire. La situaz...,hero>Но вы не понимаете. Ситуация крити…,hero>No lo entiendes. La situa...,hero>Tu ne comprends pas. La situ...,hero>Du verstehst das nicht. Die Situa...,hero>Durumu anlamad...,hero>おまえたちは分かっていない。この状況・・・,herói>Não compreendes a situ…
event0_11,orc>That is cow moo! Stop mooing! And stand there watch me spank you!,orc>바보 소리! 대화 없다 필요! 싸운다 우리! 딱 기다려라!,orc>Bambino! Tu smettere di piangere! Tu venire qui che io sculacciare te!,orc>Хватит мычать как корова! Я прихлопну тебя на месте!,orc>Ser bebé llorón. ¡Dejar de llorar! Y venir aquí para yo azotar a ti.,orc>Arrête meugler ! Reste là pendant nous mettre fessée vous !,"orc>Das ist Kröten gequake! Stop, das quaken und sieh zu wie du niedergemacht wirst!",orc> Bu korkak inek! mööleme! Ve dur burda seni ben şap şap!,orc>牛の鳴き声だ！鳴くのを止めろ！そこへ立ってこっちを見ろ、ひっぱたくぞ！,Orc>Isso é barulho de vaca! Pare de mugir! E fique aí me vendo bater em você!
event0_12,hero>Alright. Then let’s make it quick. How about a single combat? Just you and me.,hero>이대로 돌아갈 순 없다는 말로 알아듣겠다. 그럼 이건 어떤가? 너랑 나랑 둘이 결판을 내자. 길게 끌 필요 없잖아?,hero>D'accordo. Risolviamola in fretta. Cosa ne pensi di uno scontro diretto. Solo tu ed io.,hero>... ... Хорошо. Тогда давайте сразимся быстро. Как насчет одного боя? Только ты и я.,hero>Está bien. Pero rapidito. ¿Qué te parece un combate individual? Tu contra mi.,hero>D'accord. Faisons ça vite. Et si on faisait un duel ? Juste vous et moi.,"hero>Alles klar. Dann lass es uns schnell machen, nur du und ich.",hero>Tamam öyleyse bu işi çabucak halledelim. Tek bir dövüş. Sadece sen ve ben.,hero>分かった。早くしよう。ひとつの戦闘というのはどうだ？おまえと俺だけの。,herói>Tudo bem. Então vamos fazer isso rápido. Que tal um único combate? Só você e eu.
event0_13,hero>Let’s not waste time and men.,hero>시간 낭비 하지 말자구.,hero>Non sprechiamo tempo e uomini.,"hero>Не будем тратить ни время, ни людей.",hero>No perdamos tiempo ni hombres.,hero>Ne gâchons pas de temps ni d'hommes.,hero>Lass uns keine Zeit und Krieger verschwenden.,hero>Yok yere adam ve zaman kaybetmeyelim.,hero>時間と兵士を消費しなくて済む。,herói>Não vamos desperdiçar nem tempo nem homens
event0_14,orc>No! My troop want to fight! Don't steal my troop’s war!,orc>안된다! 우리 오크들 기다렸다 이 날! 우리들의 즐거움을 가져가지 마라!,orc>No! Mie truppe volere combattere! Tu no rubare guerra di mie truppe!,orc>Нет! Мой отряд жаждет войны! Тебе не остановить нас!..,orc>¡No! Tropas mías querer guerra. No robar guerra a tropas mías.,orc>Non ! Mes troupes veulent guerre ! Toi pas voler guerre mes troupes !,orc>Nein! Meine Truppen wollen kämpfen! Versuch nicht uns um den Krieg zu bringen!,orc> Hayır! benim birlik savaşmak istemek! ordumun çalma savaşını!,orc>いや！私の部隊は戦いを望んでいる！部隊の戦闘を奪わないでくれ！,Orc>Não! Minha tropa quer lutar! Não roube a guerra da minha tropa!
event0_15,undead>Well… well… well…,undead>그럼 그렇지…,undead>Bene...bene...bene...,undead>Так-так-так…,undead> Vaya... Vaya... Vaya...,undead> Bien... Bien... Bien...,undead>Wow... Wow... Wow...,undead>ehem... öhöm... ÖHÖM...,undead>ええと・・・ええと・・・,morto-vivo>Bem ... bem … que bonito!
event0_16,undead>You guys never learn.,undead>정말 너희들은 늘 똑같구나.,undead>Non imparerete mai.,"undead>Вы, господа, ничему не научились.",undead>Vosotros nunca aprendéis.,undead> Vous n'apprenez jamais.,undead>Ihr werdet es niemals lernen.,undead>Siz aptallar Hiç öğrenemezsiniz.,hero>おまえたちは何も学ばない。,morto-vivo>vocês não aprendem
event0_17,hero>Who are you?,hero>댁은 뉘슈?,hero>Tu chi sei?,hero>А ты кто?,hero>¿Quién eres?,hero>Qui êtes-vous ?,hero>Wer bist du?,hero>Sen kimsin?,hero>おまえは誰だ？,herói>quem és tu?
event0_18,orc>…,orc>가면 멋있다! 나 주라!,orc>...,orc>..?,orc>...,orc>...,orc>...,orc> ...,orc>...,Orc>ahhh!!
event0_19,undead>I am no one.,undead>나말인가? 그저 스처가는 나그네라 하고 싶지만 너무나도 이 대화에 끼고 싶군.,undead>Non sono nessuno.,undead>Я? Никто.,undead>No soy nadie.,undead> Je ne suis personne.,undead>Ich bin niemand.,undead>hiç kimse değilim.,undead>私は誰でもない。,morto-vivo>Eu não sou ninguém
event0_20,hero>I recognize you. No way… You are..,hero>말도 안돼! 당신은 레밍…,"hero>Ei aspetta, ti riconosco. Non ci credo...tu sei...",hero>Я где-то тебя видел. О нет... Ты же...,hero>Me suenas. No puede ser... Tu eres...,hero>Je te reconnais. C'est impossible... Tu es...,hero>Ich erkenne dich. Auf keinem Fall... Sie sind...,hero>Seni tanıdım. Olamaz ... Sen ..,hero>私には分かる。そんなわけはない。おまえは・・・,"herói>Eu conheço-te, espera… tu és o…"
event0_21,undead>Hey hey hey. I just said I’m no one. Please. Don’t ruin the moment.,undead>헤이! 보이! 그건 중요치 않아. 과거의 내가 누구이건 간에 지금 사라져야 할 건 그대들이라는 거지.,undead>Ei calmati. Ho detto di non essere nessuno. Ti prego. Non rovinare il momento.,"undead>Воу-воу-воу. Я просто сказал, что я никто. Пожалуйста, не порть момент.",undead>Ey` ey` ey. Acabo de decir que no soy nadie. No arruines el momento` por favor.,"undead> Hey hey hey, je viens de dire que je ne suis personne. S'il vous plaît. Ne ruinez pas le moment.","undead>Hey hey hey. Ich habe nur gesagt, dass ich niemand bin. Bitte. Ruinier nicht den Moment.",undead>hey hey. Sadece kimsenin olduğumu söyledi. Lütfen. anı mahvetme.,undead>おいおいおい。私は誰でもないといったばかりだ。この時を台無しにしないでくれ。,morto-vivo>Ei ei ei. Eu apenas disse que não sou ninguém. Por favor. Não estrague o momento.
event0_22,orc>You talk too much. You are dead too.,orc>우오! 말 많다! 좀 맞자!,orc>Tu parlare troppo. Io uccidere anche te,orc>И ты достаточно сказал. Тебя я тоже убью.,orc>Tu hablar mucho. Tu muerto también.,orc>Toi trop parler. Et toi être mort.,orc>Du redest zu viel. Du wirst auch sterben.,orc> Sen çok konuşuyorum. Çok öldü.,orc>お前は話し過ぎる。おまえも死ぬのだ。,"Orc>falas demais, também estas morto."
event0_23,orc>OAAOAAOAAOAA!!!,orc>우오우오오우오!,orc>OAAOAAOAAOAA!!!,orc>УОРОРАРАРА!!!,orc>¡¡¡OAAOAAOAAOAA!!!,orc>OAAOAAOAAOAA!!!,orc>OAAOAAOAAOAA!!!,orc> OAAOAAOAAOAA !!!,orc>オーオーオーオーオーオー＠,Orc>OAAOAAOAAOAA!!!
event0_24,undead>What are you OAAOAAOAAOAAing for?,undead>누구한데 우오우오오우오 거리는거야?,"undead>Cosa strilli a fare, stupido orco?","undead>Ну вот скажи, для чего ты УРОРОРАРАРАкаешь?",undead>¿Por qué haces eso?,undead> Pourquoi est-ce que tu 'OAAOAAOAAOAA' ?,undead>Was OAAOAAOAAOAAs du?,undead>Ne OAAOAAOAAOAAing var?,undead>何にオーオーオーと言っているのか。,morto-vivo>porque raio é que estas a OAAOAAOAAOAA-ar?
event0_25,orc>My troop kill you and stupid humans!,orc>우리 군대가 널 뭉개고 멍청한 휴먼도 뭉개버릴 것이다!,orc>Mie truppe uccidere tu e stupidi umani!,orc>Моя армия убьет тебя и глупых человеков!,orc>Mi tropa matar a tu y a humanos estúpidos.,orc>Mes troupes tuer toi et stupides humains !,orc>Meine Truppe wird dich und die dummen Menschen töten!,orc> Benim asker sizi ve aptal insanları öldürmek!,orc>私の部隊はあなたと愚かなヒューマンを殺す。,"Orc>O meu exercito vai vos matar, humanos estúpidos."
event0_26,hero>You look like an orc. My men won't spare your life. You should run.,hero>당신은 이제 휴먼족보단 오크에 더 가깝군요. 내 병력들은 당신을 오크라 생각할 겁니다. 위험하니 물러서세요.,hero>Sembri un orco.I miei uomini non ti risparmieranno. Ti conviene scappare.,"hero>Слушай, ""никто"", ты похож на орка. Мои люди не пощадят тебя. Ты должен бежать!",hero>Te pareces a un orco. Mis hombres no tendrán piedad. Será mejor que te vayas.,hero>Tu ressembles à un Orc. Mes hommes ne t'épargneront pas. Tu devrais courir.,hero>Du bist ein Ork. Meine Männer werden dein Leben nicht verschonen. Du solltest rennen.,hero>Bir orc benziyorsun. Benim adamlarım hayatını yedek olmaz. Koşmalısın.,hero>君はオークのようだ。私の部下は人生を無駄にしない。君も走るべきだ。,"herói>pareces um Orc, os meus homens não te pouparam a vida. Deves fugir"
event0_27,undead>You two. What are you talking about? Your men are not here.,undead>너희 둘. 무슨 말을 하는거야? 도대체 어디에 너희 병력이 있다는 거야?,undead>Voi due. Di cosa state parlando? I vostri uomini non sono nemmeno qui.,"undead>Ха! Вы двое, о чем вы говорите? Ваших людей здесь нет.",undead>¿De qué habláis vosotros dos? Vuestros hombres no están aquí.,undead> Vous deux. De quoi vous parlez ? Vos hommes ne sont pas là.,undead>Ihr beide. Worüber redet ihr? Eure Männder sind nicht hier.,undead>İki. Neden bahsediyorsun? Adamların burada değil.,undead>何を言っている？おまえの軍はここにいない。,morto-vivo>Do que é que estão a falar? Os vossos homens não estão aqui.
event0_28,hero>What?(yell),hero>뭐??(yell),hero>Cosa?(yell),hero>Какого..?(yell),hero>¿Qué?(yell),hero>QUOI ?(yell),hero>Was?(yell),hero>Ne? (yell),hero>なんだって？(yell),herói>(grito)QUÊ????
event0_29,orc>What?(yell),orc>왓??(yell),orc>Cosa?(yell),orc>Что?!(yell),orc>¿Qué?(yell),orc>QUOIIII ??(yell),orc>Was?(yell),orc> Ne? (yell),orc>なんだって？(yell),Orc>QUÊ????
event0_30,hero>What happen to them?,hero>그들에게 무슨 일이 일어난거지?,hero>Cosa li è successo?,hero>Как это произошло?,hero>¿Qué les ha pasado?,hero>Qu'est-ce qui leur est arrivé ?,hero>Was ist mit ihnen geschehen?,hero> Onlara ne kahraman olur?,hero>彼らになにが起こっているのｋ？,herói>O que é que lhes aconteceu?
event0_31,undead>They are my men now.,undead>그들은 이제 내 병력들이야!,undead>Adesso sono i miei uomini.,undead>Теперь они мои люди.,undead>Ahora son mis hombres.,undead> Ce sont mes hommes maintenant.,undead>Sie sind jetzt mein.,undead>Onlar adamlarım oldular.,undead>彼らは我らの部下だ。,morto-vivo>Eles são meus homens agora.
event0_32,undead>Prepare.,undead>준비하거라!,undead>Preparati.,undead>И вы готовьтесь...,undead>Preparaos.,undead> Préparez-vous.,undead>Bereitet euch vor.,undead>hazırlayın.,undead>装備しよう。,morto-vivo>Preparem-se
event0_33,undead>To be one of them.,undead>너희도 곧 같은 모습이 될테니.,undead>Ad essere uno di loro.,undead>...стать одним из них.,undead>Para ser uno de ellos.,undead> À être l'un d'eux.,undead>Einer von ihnen zu sein.,undead>onlardan biri olmak.,undead>彼らの中に入する。,morto-vivo>Para serem um deles.
event0_34,undead>HAHAHAHHHAHAHHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAH..(yell),undead>무와하하하하하하하하핫하하하하하하하하하하하하(yell),undead>HAHAHAHHHAHAHHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAH..(yell),undead>АХАХАХАХАХХАХААХХААХ(yell),undead>JAJAJAJJJAJAJJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJA...(yell),undead> HAHAHAHHHAHAHHAHAHAHAHAHHAHAHAHAHAHAHAHA(yell),undead>HAHAHAHHHAHAHHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHA..(yell),undead>HAHAHAHHHAHAHHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAH ..(yell),undead>ハハハハハハハハハハ(yell),morto-vivo>(GRITO)MUAHAHAHAHAHAHAHA..
event1_0,hero>Give up. You failed.,hero>포기해라 레밍턴! 넌 실패했어!,hero>Arrenditi. Hai fallito miseramente.,hero>Сдавайся! Ты... ты проиграл.,hero>Ríndete. Has fracasado.,hero>Abandonne. Tu as échoué.,hero>Gib auf. Du hast versagt.,hero>alkış. Hata yaptın.,hero>降参しろ。おまえたちの負けだ。,"herói>Desiste, perdes-te"
event1_1,undead>What? Who said that?,undead>뭐? 누가 그래? 그리고 너 왜 반말이야?,undead>Cosa? Chi ha osato dirlo?,undead>... Что? С чего ты взял?,undead>¿Qué?¿Quién ha dicho eso?,undead> Quoi ? Qui a dit ça ?,undead>Was? Wer hat das gesagt?,undead>Ne? Bunu kim söyledi?,undead>なんだって？誰が言った？,morto-vivo>Que? Tens disseste mesmo isso?
event1_2,hero>Why? Do you have more zombies in your pocket?,hero>왜? 주머니에 좀비 좀 남아있어? 휴먼을 떠난 시점에서 존칭을 기대하진 말아야지.,hero>Perchè?Hai ancora degli zombie a tua disposizione?,"hero>Да ладно! Может, у тебя в кармане еще больше зомби? Может, мне назвать твое имя?",hero>¿Qué pasa?¿Tienes más zombis en el bolsillo?,hero>Pourquoi ? Tu as d'autres zombies dans tes poches ?,hero>Warum? Hast du noch mehr Zombies in der Hinterhand?,hero>Neden? cebinde fazla zombi var mı?,hero>なぜだ？ポケットにまだゾンビがいるのではないか？,herói>Porquê? Tens mais mortos-vivos no bolso?
event1_3,"undead>You made a joke. Now, do you think you ended the war.",undead>농담도 하는 걸 보니. 꽤 여유롭구나. 왜? 니가 전쟁을 끝내기라도 한 것 같니?,"undead>Che barzeletta è questa? Dimmi un po', pensi di aver terminato la guerra?","undead>Да ты шутник. Думаешь, ты закончил войну?",undead>¡Qué gracioso! ¿Crees que has terminado la guerra?,"undead> T'as fait une blague. Maintenant, tu penses avoir mis fin à la guerre.","undead>Du hast einen Witz gemacht. Nun, glaubst du, dass den Krieg beendet hast.","undead>Sen bir şaka yaptı. Şimdi, savaşı sona erdiren düşünüyorum.",undead>うそを言え。戦争は終わったと思うのか？,"morto-vivo>Você fez uma piada. Agora, você acha que a guerra acabou"
event1_4,hero>No. I didn’t. We. We ended the war.,hero>내가 아니야. 우리가 끝낸거지. 휴먼족과 오크족이 말이야.,hero>No. Non sono stato solo io. Siamo stati noi ad aver dato fine alla guerra.,"hero>Нет, не я. Мы! Мы закончили эту войну.",hero>No` yo no. Nosotros` nosotros la hemos terminado.,hero>Non. C'est faux. Nous avons mis fin à la guerre.,hero>Nein. Ich war es nicht. Wir. Wir beendeten den Krieg.,hero>Hayır. Ben yapmadım. Biz. Biz savaşı sona erdi.,hero>いや。我々が戦いを終わりにした。,herói> Não. Eu não ganhei. Nós. Nós acabamos com a guerra.
event1_5,orc>OAHOAHOHOAA!,orc>우오우오오우오오!,orc>OAHOAHOHOAA!,orc>УОРОРАРАРА!,orc>¡OAHOAHOHOAA!,orc>OAHOAHOHOAA!,orc>OAHOAHOHOAA!,orc> OAHOAHOHOAA!,orc>オーオーオー！,Orc>OAHOAHOHOAA!
event1_6,hero>See?,hero>들었지?,hero>Visto?,hero>Вот видишь!,hero>¿Ves?,hero>Tu vois ?,hero>Siehst du?,hero>görüyor musunuz?,hero>見たか？,viu
event1_7,undead>Ha!,undead>뭘?,undead>Ha!,undead>Ха!,undead>¡Já!,undead> Ha !,undead>Ha!,undead>Ha!,undead>は！,Há!
event1_8,undead>Like I said. You never learn.,undead>잘 들어봐. 정말 휴먼족과 오크족을 우리라고 말하고 싶은거야?,undead>Come ho già detto. Non imparerete mai.,undead>Как я и говорил. Вы ничему не учитесь.,undead> Como ya dije. Nunca aprendéis.,"undead> Comme je l'ai dis, Vous n'apprenez jamais.",undead>Wie ich schon sagte. Du lernst es nie.,undead>Dediğim gibi. Sen öğrenemezler.,undead>言ったはずだ。おまえは分かっていない。,"morto-vivo>Como eu disse, vocês não aparecem"
event1_9,hero>What?,hero>무슨 말이지?,hero>Cosa?,hero>Да о чем ты?,hero>¿A qué te refieres?,hero>Quoi ?,hero>Was?,hero>Ne?,hero>何だと？,herói>Quê?
